employment_type,work_mode,experience_level,job_category,exp_years,city,country,skills_count,top_skill,second_skill
Full Time,On-site,Experienced,Manufacturing/Production,4.5,Giza,Egypt,7,Engineering,Manufacturing
Full Time,On-site,Experienced,Accounting/Finance,5.0,Giza,Egypt,7,Accounting,Finance
Full Time,On-site,Experienced,Creative/Design/Art,5.0,Giza,Egypt,7,Design,Engineering
Full Time,Remote,Experienced,Business Development,3.0,Cairo,Egypt,8,Sales,outreach
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,8.0,Cairo,Egypt,8,3d max,AutoCAD
Full Time,On-site,Entry Level,Marketing/PR/Advertising,1.0,Cairo,Egypt,8,Affiliate Marketing,Digital Marketing
Full Time,On-site,Experienced,Accounting/Finance,9.0,Giza,Egypt,5,Accounting,Finance
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.0,Giza,Egypt,8,Landscape,Creative
Full Time,On-site,Entry Level,Education/Teaching,10.5,Cairo,Egypt,6,Curriculum Writing,Curriculum Planning
Full Time,On-site,Manager,Operations/Management,3.5,Cairo,Egypt,2,Retail,Store Management
Full Time,On-site,Entry Level,Sales/Retail,0.5,Cairo,Egypt,6,Communication,Negotiation
Full Time,On-site,Experienced,Business Development,3.5,Gharbia,Egypt,8,Product Development,Product knowledge
Full Time,On-site,Manager,Engineering - Mechanical/Electrical,12.0,Cairo,Egypt,3,Office management,Technical Office
Full Time,On-site,Experienced,Logistics/Supply Chain,9.5,Cairo,Egypt,5,Logistics,Startup
Full Time,On-site,Experienced,Marketing/PR/Advertising,3.0,Cairo,Egypt,8,Adobe Photoshop,Design
Full Time,On-site,Experienced,Manufacturing/Production,3.5,Cairo,Egypt,6,Engineering,Manufacturing
Full Time,On-site,Experienced,Accounting/Finance,4.0,Cairo,Egypt,3,Accounting,Finance
Full Time,On-site,Entry Level,Accounting/Finance,1.5,Cairo,Egypt,4,SAP FICO,SAP
Full Time,On-site,Experienced,Accounting/Finance,4.0,Giza,Egypt,8,ERP,Microsoft Excel
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.5,Cairo,Egypt,8,Engineering,Mechanical Engineering
Full Time,On-site,Experienced,Sales/Retail,3.0,Cairo,Egypt,8,B2B Sales,Account Management
Full Time,On-site,Manager,Human Resources,4.0,Giza,Egypt,8,HR,Human Resources (HR)
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,5.0,Cairo,Egypt,8,MEP,Engineering
Full Time,On-site,Entry Level,Creative/Design/Art,2.0,Cairo,Egypt,7,Adobe illustrator,Adobe Photoshop
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,8.0,Cairo,Egypt,5,3d max,Architectural Engineering
Full Time,On-site,Experienced,Sales/Retail,4.0,Cairo,Egypt,8,Sales,Communication
Full Time,On-site,Senior Management,Administration,6.0,Cairo,Egypt,2,project lifecycle,Communication
Full Time,On-site,Experienced,Customer Service/Support,3.0,Giza,Egypt,8,Chat Support,Customer Care
Full Time,On-site,Experienced,Writing/Editorial,3.5,Giza,Egypt,8,Content Creator,Social Media Specialist
Internship,On-site,Entry Level,Administration,0.5,Giza,Egypt,7,HR,HR Specialist
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.0,Cairo,Egypt,6,AutoCAD,Civil
Full Time,On-site,Manager,Operations/Management,5.0,Cairo,Egypt,7,Branch Management,Sales
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.5,Cairo,Egypt,6,Document Control,Microsoft Office
Full Time,On-site,Experienced,Sales/Retail,2.5,Giza,Egypt,6,Sales,Customer Care
Full Time,On-site,Experienced,Medical/Healthcare,5.0,Giza,Egypt,4,First Aid,Vital Signs Monitoring
Full Time,On-site,Manager,Accounting/Finance,5.0,Cairo,Egypt,7,Internal Auditing,Problem Solving
Full Time,On-site,Experienced,IT/Software Development,4.0,Cairo,Egypt,4,Computer Science,Information Technology (IT)
Full Time,On-site,Manager,Customer Service/Support,6.5,Cairo,Egypt,7,Sales,Customer Service
Full Time,On-site,Experienced,Customer Service/Support,3.5,Kafr Alsheikh,Egypt,7,Customer Service,Project
Full Time,On-site,Entry Level,Business Development,,Cairo,Egypt,8,Business Development,Human Resources
Full Time,Remote,Manager,Creative/Design/Art,3.0,Cairo,Egypt,7,Content Writing,Medical
Full Time,On-site,Experienced,Logistics/Supply Chain,3.5,Giza,Egypt,8,Supply,Chain Management
Full Time,Remote,Experienced,IT/Software Development,5.0,Cairo,Egypt,2,Node.js,Software Development
Full Time,Hybrid,Experienced,Marketing/PR/Advertising,3.5,Cairo,Egypt,6,Marketing,Social Media
Full Time,On-site,Experienced,Customer Service/Support,2.0,Cairo,Egypt,7,Network troubleshooting,Router and switch configuration
Full Time,On-site,Experienced,Accounting/Finance,6.5,Cairo,Egypt,7,Accounting,Finance
Full Time,On-site,Experienced,Accounting/Finance,4.0,Cairo,Egypt,4,Accounting,Finance
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,7.5,Alexandria,Egypt,4,Electrical Engineering,Engineering
Full Time,Hybrid,Entry Level,Writing/Editorial,2.5,Cairo,Egypt,6,Marketing,SEO
Full Time,On-site,Experienced,Installation/Maintenance/Repair,3.5,Giza,Egypt,7,Maintenance,Technician
Full Time,Hybrid,Entry Level,Medical/Healthcare,2.0,Cairo,Egypt,7,Dermatology,Medical
Full Time,Hybrid,Experienced,Medical/Healthcare,5.0,Giza,Egypt,7,Medical Sales,Sales Target Achievement
Full Time,On-site,Experienced,Installation/Maintenance/Repair,4.0,Giza,Egypt,7,data encryption,Thales
Full Time,Remote,Manager,Project/Program Management,4.0,Cairo,Egypt,8,Project Management,Marketing
Full Time,On-site,Entry Level,Administration,2.5,Giza,Egypt,4,Administration,Microsoft Office
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Giza,Egypt,8,Customer Service,Sales
Full Time,On-site,Experienced,IT/Software Development,5.0,Giza,Egypt,7,Sales Engineering,Marketing
Full Time,On-site,Manager,Logistics/Supply Chain,12.5,Giza,Egypt,5,Foreign Procurement,Logistics
Full Time,On-site,Experienced,IT/Software Development,2.0,Cairo,Egypt,8,CCNA,Information Technology (IT)
Full Time,Remote,Manager,Business Development,3.5,Riyadh,Saudi Arabia,8,Affiliate Marketing,Business Development
Full Time,Remote,Entry Level,Marketing/PR/Advertising,3.5,Alexandria,Egypt,6,SEO,Digital Marketing
Full Time,On-site,Experienced,Hospitality/Hotels/Food Services,5.0,Cairo,Egypt,3,Marketing,Social Media
Full Time,On-site,Experienced,Installation/Maintenance/Repair,3.0,Cairo,Egypt,7,Information Technology (IT),Software Development
Full Time,On-site,Experienced,Marketing/PR/Advertising,4.0,Cairo,Egypt,8,Digital Marketing Strategy,Social Media Management
Full Time,On-site,Experienced,Logistics/Supply Chain,5.0,Cairo,Egypt,8,Logistics,Freight Forwarding
Full Time,On-site,Experienced,Accounting/Finance,8.5,Cairo,Egypt,2,Finance,Accounting
Full Time,On-site,Entry Level,Human Resources,1.5,Cairo,Egypt,7,HR Specialist,HR
Full Time,On-site,Experienced,Logistics/Supply Chain,5.0,Giza,Egypt,8,Logistics,Supply Chain
Full Time,On-site,Experienced,Business Development,3.5,Cairo,Egypt,5,Business Development,Mechanical Engineering
Freelance / Project,On-site,Experienced,IT/Software Development,8.5,Cairo,Egypt,5,ERP,Odoo
Full Time,Remote,Entry Level,Customer Service/Support,3.0,Cairo,Egypt,7,Customer Care,Customer Support
Full Time,On-site,Experienced,Human Resources,4.5,Giza,Egypt,8,Human Resources (HR),Personnel
Internship,On-site,Entry Level,Administration,,Cairo,Egypt,7,fresh graduate,Customer Service
Full Time,On-site,Experienced,Human Resources,4.0,Cairo,Egypt,8,Human Resources (HR),Recruitment
Full Time,On-site,Experienced,Customer Service/Support,3.0,Cairo,Egypt,6,Customer Service,Customer Support
Full Time,On-site,Experienced,Sales/Retail,4.5,Cairo,Egypt,8,Retail,Sales
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,1.0,Cairo,Egypt,8,Engineering,Project Coordination
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,7.5,Cairo,Egypt,2,Tendering,Engineering
Full Time,On-site,Entry Level,Accounting/Finance,2.0,Cairo,Egypt,8,Accounting,Finance
Full Time,On-site,Experienced,Accounting/Finance,4.0,Alexandria,Egypt,4,Accounting,Finance
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,3.0,Cairo,Egypt,2,Engineering,Sales
Full Time,On-site,Entry Level,Administration,1.0,Giza,Egypt,8,Management,Administration
Full Time,Hybrid,Experienced,Engineering - Construction/Civil/Architecture,4.0,Giza,Egypt,4,Architecture,Civil Engineering
Full Time,On-site,Entry Level,Media/Journalism/Publishing,2.0,Giza,Egypt,8,Video Editing,Photography
Full Time,Hybrid,Experienced,Quality,3.0,Giza,Egypt,8,Construction,Cost Control
Full Time,On-site,Experienced,Accounting/Finance,7.5,Cairo,Egypt,3,Accounting,Financial Analysis
Shift Based,On-site,Entry Level,Manufacturing/Production,1.0,Giza,Egypt,8,Production,Mechanical Engineering
Full Time,On-site,Entry Level,IT/Software Development,1.0,Alexandria,Egypt,3,AI,Computer Science
Full Time,On-site,Entry Level,Customer Service/Support,2.0,Cairo,Egypt,7,Telesales,Sales
Full Time,On-site,Experienced,Administration,3.0,Giza,Egypt,3,Administration,Document Control
Full Time,On-site,Entry Level,Pharmaceutical,2.0,Cairo,Egypt,7,Pharmacy,Pharmaceutical
Full Time,On-site,Manager,Legal,8.5,Cairo,Egypt,8,Investigations,Fraud Investigation
Full Time,On-site,Entry Level,Analyst/Research,1.5,Cairo,Egypt,8,Research,English
Full Time,On-site,Entry Level,IT/Software Development,1.0,Alexandria,Egypt,5,Computer Science,Software Development
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.5,Giza,Egypt,8,Technical Office Engineering,Architectural Engineering
Full Time,On-site,Entry Level,Human Resources,1.5,Cairo,Egypt,6,Payroll,Human Resources (HR)
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.0,Giza,Egypt,7,Architecture,Communication Skills
Full Time,On-site,Experienced,IT/Software Development,2.0,Cairo,Egypt,5,HelpDesk,Information Technology (IT)
Full Time,On-site,Entry Level,Sales/Retail,,Giza,Egypt,4,Real Estate,Property
Full Time,On-site,Manager,Installation/Maintenance/Repair,5.0,Cairo,Egypt,7,Electrical Engineering,Equipment Maintenance
Full Time,On-site,Entry Level,Creative/Design/Art,2.0,Cairo,Egypt,6,Adobe Photoshop,Social Media
Full Time,On-site,Manager,Administration,12.5,Monufya,Egypt,7,HR,Human Resources (HR)
Full Time,On-site,Experienced,Operations/Management,5.0,Alexandria,Egypt,8,Quality Control,Quality Assurance
Full Time,On-site,Manager,Accounting/Finance,7.5,Cairo,Egypt,8,Treasury Management,Cash Flow Analysis
Full Time,On-site,Experienced,Quality,2.0,Suez,Egypt,4,Chemistry,Quality Control
Full Time,On-site,Experienced,Logistics/Supply Chain,3.5,Cairo,Egypt,7,Freight Forwarding,Logistics
Full Time,On-site,Experienced,Administration,3.0,Alexandria,Egypt,8,HR,Human Resources (HR)
Full Time,On-site,Experienced,Logistics/Supply Chain,4.0,Cairo,Egypt,7,Import / Export,FCL
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,7.5,Cairo,Egypt,7,Real Estate,Construction
Full Time,On-site,Experienced,Installation/Maintenance/Repair,5.0,Cairo,Egypt,6,Computer Science,Information Technology (IT)
Full Time,On-site,Experienced,Administration,3.0,Alexandria,Egypt,7,HR,Employee Relations
Full Time,Hybrid,Experienced,IT/Software Development,6.5,Cairo,Egypt,8,CSS,Computer Science
Internship,Hybrid,Entry Level,Creative/Design/Art,0.5,Cairo,Egypt,7,Social Media Management,Digital Marketing
Part Time,Remote,Experienced,Business Development,5.0,Muscat,Oman,8,E-Commerce,Fashion
Full Time,On-site,Experienced,Business Development,1.5,Cairo,Egypt,2,partnerships,business development
Full Time,On-site,Experienced,Creative/Design/Art,3.0,Cairo,Egypt,7,Adobe illustrator,Adobe Photoshop
Full Time,On-site,Experienced,Purchasing/Procurement,4.5,Cairo,Egypt,8,Engineering,Procurement
Full Time,On-site,Entry Level,Accounting/Finance,,Ismailia,Egypt,7,Administration,Mechanical Engineering
Full Time,On-site,Experienced,Installation/Maintenance/Repair,9.5,Cairo,Egypt,5,Engineering,Maintenance
Full Time,On-site,Experienced,Installation/Maintenance/Repair,5.0,Cairo,Egypt,4,Electrical Engineering,Electrical Maintenance
Full Time,On-site,Experienced,Accounting/Finance,2.0,Cairo,Egypt,6,Human Resources (HR),Payroll
Full Time,On-site,Experienced,Business Development,4.5,Cairo,Egypt,6,B2B Sales,B2C Sales
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.5,Cairo,Egypt,8,3D Max,Architect Engineering
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,10.0,Cairo,Egypt,8,3D Max,Architect Engineering
Full Time,On-site,Entry Level,Sales/Retail,3.0,Giza,Egypt,8,MEP Engineering,Sales
Full Time,On-site,Experienced,Human Resources,3.5,Cairo,Egypt,8,Recruitment,Talent acquisition
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,12.5,Cairo,Egypt,2,Project Management,Project
Full Time,Remote,Experienced,IT/Software Development,5.0,San Jose,United States,4,Computer Science,Information Technology (IT)
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.0,Cairo,Egypt,3,Technical Office,AutoCAD
Full Time,On-site,Entry Level,Engineering - Mechanical/Electrical,1.5,Cairo,Egypt,7,Tendering,Mechanical Engineering
Full Time,On-site,Entry Level,Sales/Retail,1.0,Cairo,Egypt,3,Real Estate,Sales Target
Full Time,On-site,Experienced,Human Resources,5.0,Giza,Egypt,3,Communication,Leadership
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,7,Customer Service,Time Management
Full Time,On-site,Manager,Business Development,7.5,Giza,Egypt,4,Distribution,Export Sales
Full Time,On-site,Experienced,Administration,1.5,Cairo,Egypt,5,Administration,Data Entry
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,9.0,Cairo,Egypt,6,Management,Administration
Freelance / Project,Remote,Manager,Marketing/PR/Advertising,7.5,Giza,Egypt,8,Digital Marketing,Social Media
Full Time,On-site,Entry Level,Sales/Retail,2.0,Giza,Egypt,7,Technical Sales,Solution Selling
Full Time,On-site,Experienced,Sales/Retail,5.0,Cairo,Egypt,7,Real Estate,Sales
Full Time,On-site,Experienced,Marketing/PR/Advertising,5.0,Cairo,Egypt,4,OTC,Pharmaceutical
Full Time,On-site,Manager,Sales/Retail,5.0,Matruh,Egypt,7,Negotiation,Real Estate
Full Time,On-site,Experienced,Administration,2.0,Cairo,Egypt,8,Customer Care,Customer Service
Part Time,On-site,Student,Customer Service/Support,,Alexandria,Egypt,7,Customer Service,Retail Operations
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.5,Cairo,Egypt,5,Procurement,Engineering
Full Time,On-site,Manager,Business Development,6.5,Giza,Egypt,7,Sales,Logistics
Full Time,On-site,Manager,Marketing/PR/Advertising,10.0,Giza,Egypt,8,Event planning & conference management,Team leadership & coordination
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.0,Giza,Egypt,4,Engineering,Project
Full Time,On-site,Experienced,Administration,5.0,Giza,Egypt,3,Administration,Microsoft Office
Internship,On-site,Entry Level,Installation/Maintenance/Repair,0.5,Alexandria,Egypt,7,Mechanical Engineering,mechanical power engineering
Full Time,On-site,Experienced,Administration,8.5,Giza,Egypt,6,Administration,Office management
Full Time,On-site,Experienced,Quality,6.0,Cairo,Egypt,5,Fashion,Quality Assurance
Internship,On-site,Entry Level,Installation/Maintenance/Repair,0.5,Alexandria,Egypt,7,AutoCAD,Technical Office
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,1.0,Cairo,Egypt,2,Technical Office,Engineering
Full Time,On-site,Experienced,Customer Service/Support,5.0,Cairo,Egypt,7,sales skills,Communication
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.0,Giza,Egypt,8,Drawings,Shop Drawings
Part Time,On-site,Student,Accounting/Finance,,Alexandria,Egypt,3,Accounting,Finance
Full Time,Remote,Entry Level,Customer Service/Support,2.0,Giza,Egypt,7,Communication,Sales Target
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,4.0,Cairo,Egypt,8,Mechanical,Mechanical Engineering
Full Time,On-site,Entry Level,Installation/Maintenance/Repair,1.5,Giza,Egypt,7,Engineering,Maintenance
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,4.5,Cairo,Egypt,8,Autodesk Revit,Revit MEP
Full Time,On-site,Experienced,Strategy/Consulting,4.5,Cairo,Egypt,2,Strategic Planning,Strategic Researcher
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.0,Alexandria,Egypt,5,Civil,Civil Engineering
Full Time,On-site,Experienced,IT/Software Development,5.5,Cairo,Egypt,8,Bachelor’s Degree in Computer Science,Unknown
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,6.5,Cairo,Egypt,2,Engineering,Electrical Engineering
Full Time,On-site,Entry Level,Accounting/Finance,6.0,Cairo,Egypt,3,Cost Accounting,Finance
Full Time,On-site,Entry Level,Accounting/Finance,1.5,Cairo,Egypt,8,Accounting,Financial Analysis
Full Time,On-site,Entry Level,Creative/Design/Art,0.5,Giza,Egypt,8,Computer Science,Design
Full Time,On-site,Experienced,Administration,4.0,Cairo,Egypt,6,Mass Hiring,Recruitment Strategy
Full Time,On-site,Entry Level,Administration,2.0,Cairo,Egypt,8,Human Resources (HR),Recruitment
Full Time,On-site,Experienced,Accounting/Finance,5.0,Cairo,Egypt,8,Cost Accounting,Finance
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.5,Cairo,Egypt,7,Engineering,Quality Assurance
Full Time,On-site,Experienced,Installation/Maintenance/Repair,4.5,Cairo,Egypt,5,Heavy Equipment,Mechanical Engineering
Full Time,On-site,Experienced,Installation/Maintenance/Repair,5.5,Cairo,Egypt,7,Electrical Engineering,Engineering
Full Time,On-site,Entry Level,Sales/Retail,2.0,Alexandria,Egypt,8,Business Administration,Sales
Part Time,Remote,Experienced,Administration,4.0,Cairo,Egypt,7,Civil Engineering,Engineering
Full Time,On-site,Experienced,Human Resources,5.0,Sharqia,Egypt,8,Medical,Travel Planning
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,3.0,Cairo,Egypt,8,Computer Science,Engineering
Full Time,On-site,Experienced,Accounting/Finance,3.0,Cairo,Egypt,7,Accounting,Finance
Full Time,On-site,Manager,Accounting/Finance,17.5,Cairo,Egypt,8,Financial Analysis,Finance
Full Time,On-site,Experienced,Logistics/Supply Chain,6.0,Cairo,Egypt,8,Procurement,Foreign Purchasing
Full Time,On-site,Experienced,Business Development,5.0,Giza,Egypt,3,Accounting,Finance
Full Time,On-site,Manager,Administration,4.0,Giza,Egypt,4,HSE,Safety
Full Time,On-site,Experienced,Installation/Maintenance/Repair,3.0,Cairo,Egypt,7,Electrical Maintenance,Maintenance
Full Time,On-site,Experienced,Creative/Design/Art,4.5,Cairo,Egypt,8,AutoCAD,Design
Full Time,On-site,Entry Level,Medical/Healthcare,1.0,Cairo,Egypt,7,Medical,Pharmacy
Full Time,On-site,Experienced,Sales/Retail,2.0,Cairo,Egypt,8,Account Management,B2B Sales
Full Time,On-site,Entry Level,Medical/Healthcare,1.0,Cairo,Egypt,7,Medical,Pharmacy
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.5,Cairo,Egypt,8,Shop Drawings,Architecture
Full Time,On-site,Entry Level,Medical/Healthcare,1.0,Cairo,Egypt,3,Medical,Pharmacy
Full Time,On-site,Manager,Accounting/Finance,17.5,Cairo,Egypt,4,Accounting,Finance
Full Time,On-site,Manager,Accounting/Finance,8.0,Alexandria,Egypt,4,Accounting,Finance
Full Time,On-site,Experienced,Medical/Healthcare,5.0,Giza,Egypt,8,Customer Service,Sales
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.0,Cairo,Egypt,7,Electrical Engineering,Engineering
Full Time,On-site,Experienced,Business Development,5.0,Alexandria,Egypt,7,E-Marketing,Social Media Marketing
Full Time,On-site,Experienced,Accounting/Finance,4.0,Minya,Egypt,2,Accounting,Agriculture
Full Time,Hybrid,Experienced,IT/Software Development,5.5,Cairo,Egypt,5,Computer Science,DevOps
Full Time,On-site,Experienced,Sales/Retail,5.0,Dammam,Saudi Arabia,3,Outdoor Sales,Sales
Full Time,On-site,Experienced,Installation/Maintenance/Repair,4.0,Cairo,Egypt,4,Information Technology (IT),VPN
Full Time,On-site,Experienced,Medical/Healthcare,3.5,Cairo,Egypt,7,Regulatory Affairs,Medical
Full Time,On-site,Entry Level,Accounting/Finance,2.0,Cairo,Egypt,7,Accounting,Billing
Full Time,On-site,Experienced,Administration,3.5,Cairo,Egypt,8,Customer Service,Administration
Full Time,On-site,Experienced,Sales/Retail,3.5,Cairo,Egypt,8,Sales Coordinator,Customer Support
Full Time,On-site,Experienced,Administration,3.5,Cairo,Egypt,7,Procurement,Freight Forwarding
Full Time,On-site,Experienced,Human Resources,2.0,Cairo,Egypt,3,Human Resources (HR),Payroll
Full Time,On-site,Experienced,Administration,4.0,Cairo,Egypt,8,Business English,Administration
Full Time,On-site,Experienced,Logistics/Supply Chain,3.5,Cairo,Egypt,7,Logistics,Microsoft Office
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,5.0,Monufya,Egypt,8,Engineering,Production
Full Time,On-site,Experienced,Logistics/Supply Chain,5.0,Cairo,Egypt,8,Demand Planning,Sales
Full Time,On-site,Experienced,Human Resources,2.0,Cairo,Egypt,5,Human Resources (HR),Recruitment
Full Time,On-site,Experienced,Accounting/Finance,4.0,Cairo,Egypt,8,ERP,Accounting
Full Time,On-site,Experienced,Accounting/Finance,5.0,Cairo,Egypt,8,Accounting,Financial Accounting
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,3.0,Cairo,Egypt,8,AutoCAD,Electrical Engineering
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.0,Gharbia,Egypt,3,Electrical Engineering,HVAC
Full Time,Remote,Manager,Operations/Management,5.0,Cairo,Egypt,7,B2B Marketing,Sourcing
Full Time,On-site,Experienced,Accounting/Finance,6.0,Cairo,Egypt,4,Accounting,Finance
Full Time,On-site,Experienced,Logistics/Supply Chain,4.0,Cairo,Egypt,5,Logistics,Procurement
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,3.0,Cairo,Egypt,8,AutoCAD,Engineering
Full Time,Hybrid,Experienced,IT/Software Development,4.0,Cairo,Egypt,8,Mobile Development,React Native
Full Time,On-site,Manager,Customer Service/Support,4.0,Cairo,Egypt,8,Leadership,Multitasking
Full Time,On-site,Manager,IT/Software Development,6.0,Cairo,Egypt,2,Information Technology (IT),Project Management
Full Time,On-site,Experienced,Manufacturing/Production,5.0,Alexandria,Egypt,5,Chemical Engineering,Chemistry
Full Time,On-site,Entry Level,Logistics/Supply Chain,4.0,Gharbia,Egypt,7,Supply Chain,Planning
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,3.5,Cairo,Egypt,4,Architecture,AutoCAD
Full Time,On-site,Manager,Quality,7.5,Qalubia,Egypt,8,Quality Assurance,Quality Control
Full Time,On-site,Experienced,Administration,4.5,Giza,Egypt,6,Occupational Health & Safety,Certified in ISO 45001 training
Full Time,On-site,Manager,Marketing/PR/Advertising,7.5,Cairo,Egypt,4,Public Relations,Public Relations (PR)
Full Time,On-site,Experienced,Administration,4.0,Cairo,Egypt,7,Communication,Communication skills
Full Time,On-site,Manager,Administration,7.5,Cairo,Egypt,4,Administration,Management
Full Time,On-site,Entry Level,IT/Software Development,1.0,Cairo,Egypt,2,FortiGate,Fortinet NSE
Full Time,On-site,Manager,Medical/Healthcare,11.0,Cairo,Egypt,2,Medical,Management
Full Time,On-site,Experienced,Logistics/Supply Chain,6.0,Cairo,Egypt,8,Logistics,Microsoft Office
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,3.5,Giza,Egypt,8,Mechanical Engineering,Plumbing
Full Time,Remote,Manager,Customer Service/Support,7.5,Dubai,United Arab Emirates,7,Unknown,Good knowledge of Spanish.
Full Time,On-site,Experienced,Creative/Design/Art,3.0,Cairo,Egypt,7,AutoCAD,Design
Full Time,On-site,Experienced,Logistics/Supply Chain,5.0,Cairo,Egypt,4,Procurement,Logistics
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.0,Cairo,Egypt,7,Design,Engineering
Full Time,Remote,Experienced,Engineering - Telecom/Technology,5.0,Cairo,Egypt,3,Machine Learning,Computer Science
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,12.5,Red Sea,Egypt,7,Civil Engineering,Design
Full Time,On-site,Experienced,Creative/Design/Art,1.5,Giza,Egypt,3,Adobe Photoshop,Graphic Design
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.0,Cairo,Egypt,3,Civil Engineering,Quantity Surveying
Full Time,On-site,Experienced,Manufacturing/Production,3.5,Cairo,Egypt,7,Design,AutoCAD
Full Time,Hybrid,Experienced,Medical/Healthcare,2.5,Cairo,Egypt,3,Dermatology,Medical Sales
Full Time,On-site,Experienced,Quality,6.5,Sharqia,Egypt,2,Security,Computer Science
Full Time,On-site,Experienced,Administration,6.5,Sharqia,Egypt,2,Administration,Security
Full Time,On-site,Experienced,Logistics/Supply Chain,6.5,Sharqia,Egypt,6,Procurement,Manufacturing
Full Time,On-site,Experienced,Installation/Maintenance/Repair,4.0,Sharqia,Egypt,7,Electrical Maintenance,DCS
Full Time,On-site,Manager,Logistics/Supply Chain,10.0,Sharqia,Egypt,7,Purchasing,Communication
Full Time,Remote,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,7,Outdoor Sales,Sales
Full Time,On-site,Manager,Hospitality/Hotels/Food Services,10.0,Giza,Egypt,7,menu development,Team management
Full Time,On-site,Experienced,Accounting/Finance,5.0,Fayoum,Egypt,7,Inventory Control,Supply Chain
Full Time,On-site,Experienced,Creative/Design/Art,6.0,Cairo,Egypt,4,Design,Fashion
Full Time,Remote,Experienced,Marketing/PR/Advertising,7.5,Doha,Qatar,8,E-Marketing,Marketing
Full Time,On-site,Experienced,Marketing/PR/Advertising,3.0,Cairo,Egypt,8,Digital Marketing,E-Marketing
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,5.0,Giza,Egypt,6,AutoCAD,Mechanical Engineering
Full Time,On-site,Manager,Medical/Healthcare,3.0,Cairo,Egypt,8,Medicine,Medical
Full Time,On-site,Experienced,Administration,5.0,Cairo,Egypt,5,Administration,Communication
Full Time,On-site,Experienced,Business Development,4.5,Fayoum,Egypt,7,Customer Care,Customer Service
Shift Based,On-site,Entry Level,Business Development,2.0,Dakahlia,Egypt,5,Customer Service,Sales
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,3.5,Giza,Egypt,8,Mechanical Design,Mechanical Engineering
Full Time,On-site,Experienced,Accounting/Finance,5.0,Giza,Egypt,8,Accounting,Tax
Full Time,On-site,Experienced,Marketing/PR/Advertising,3.5,Cairo,Egypt,6,Advertising Media,Communication
Full Time,On-site,Experienced,Creative/Design/Art,5.0,Cairo,Egypt,3,Computer Science,Information Technology (IT)
Full Time,On-site,Experienced,Business Development,5.0,Cairo,Egypt,7,Communication Skills,Engineering
Full Time,On-site,Experienced,Marketing/PR/Advertising,2.0,Cairo,Egypt,7,Social Media,Content Creation
Full Time,On-site,Experienced,Creative/Design/Art,3.5,Cairo,Egypt,7,Designer,Dressing Rooms
Full Time,On-site,Experienced,Logistics/Supply Chain,4.0,Cairo,Egypt,2,Customs Clearance,Customer Support
